Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_speciation[1]	log_speciation[2]	log_speciation[3]	rate_12	rate_21	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
4015	-1583.99	-1579.79	-4.20394	0.187971	0.106917	0.013517	-1.67147	-2.23571	-4.30381	-1.46487	-1.79965	-1.55102	0.01222143	0.05875683	0.1161712	0.03277828	0.0755638	0.026365	0.898071	0.231109	0.165357	0.212032
4016	-1583.44	-1579.17	-4.2696	0.175775	0.0812853	0.0120492	-1.73855	-2.50979	-4.41876	-1.44824	-1.80861	-1.57768	0.01222143	0.05875683	0.09498575	0.0265355	0.0755638	0.026365	0.898071	0.234984	0.163881	0.206452
4017	-1584.22	-1580.15	-4.06691	0.186542	0.0868587	0.0128726	-1.6791	-2.44347	-4.35265	-1.37893	-1.96397	-1.60352	0.008774985	0.06890535	0.09498575	0.0265355	0.0755638	0.026365	0.898071	0.251848	0.1403	0.201187
4018	-1585.74	-1581.79	-3.94876	0.196877	0.0844903	0.0118746	-1.62518	-2.47112	-4.43335	-1.48184	-2.12142	-1.63561	0.008774985	0.0463221	0.09498575	0.02426741	0.0755638	0.026365	0.898071	0.227218	0.119861	0.194834
4019	-1586.93	-1583.08	-3.85574	0.205324	0.0844903	0.0119569	-1.58317	-2.47112	-4.42645	-1.29348	-2.10235	-1.63561	0.01386404	0.0225458	0.09498575	0.02426741	0.497627	0.0143277	0.488045	0.274315	0.122169	0.194834
4020	-1586.06	-1581.96	-4.09194	0.192365	0.0886124	0.013379	-1.64836	-2.42348	-4.31407	-1.375	-2.20401	-1.54753	0.0165766	0.02942672	0.09498575	0.03762372	0.497627	0.0143277	0.488045	0.252841	0.11036	0.212772
4021	-1586.83	-1582.97	-3.85656	0.173664	0.085162	0.0147367	-1.75063	-2.4632	-4.21742	-1.40489	-2.36628	-1.61703	0.01501266	0.0358055	0.09498575	0.02840907	0.497627	0.0143277	0.488045	0.245395	0.0938288	0.198487
4022	-1589.11	-1585.31	-3.80879	0.173027	0.0773097	0.0161699	-1.75431	-2.55994	-4.1246	-1.41806	-2.30162	-1.69424	0.01840022	0.0358055	0.09498575	0.02815144	0.681365	0.0196179	0.299017	0.242185	0.100096	0.18374
4023	-1590.18	-1586.52	-3.66458	0.164282	0.0819924	0.0159737	-1.80617	-2.50113	-4.13681	-1.52831	-2.41693	-1.62368	0.009850073	0.0358055	0.1251095	0.02815144	0.433733	0.0348642	0.531402	0.216901	0.0891949	0.197172
4024	-1585.9	-1582.32	-3.58312	0.155358	0.0877084	0.0164135	-1.86202	-2.43374	-4.10965	-1.61091	-2.44524	-1.47874	0.01160332	0.0358055	0.08657685	0.0343475	0.191338	0.0497882	0.758874	0.199706	0.0867052	0.227925
4025	-1586.41	-1583.29	-3.11991	0.157583	0.0884516	0.0172642	-1.84781	-2.4253	-4.05912	-1.49657	-2.34492	-1.55665	0.01160332	0.02619517	0.08657685	0.0244195	0.574576	0.149511	0.275912	0.223897	0.0958547	0.210841
4026	-1587.08	-1583.83	-3.24969	0.157583	0.100855	0.0189666	-1.84781	-2.29407	-3.96508	-1.47136	-2.37955	-1.577	0.02151305	0.02619517	0.08657685	0.02392907	0.574576	0.149511	0.275912	0.229612	0.0925926	0.206593
4027	-1589.77	-1586.34	-3.42987	0.152616	0.0907089	0.0184804	-1.87983	-2.4001	-3.99104	-1.42869	-2.32626	-1.64431	0.02655113	0.02619517	0.0651393	0.03334672	0.0798598	0.152937	0.767203	0.239622	0.0976603	0.193145
4028	-1593.04	-1589.47	-3.57318	0.164663	0.0841905	0.0185703	-1.80385	-2.47467	-3.98619	-1.50871	-2.26235	-1.64431	0.02655113	0.02637688	0.0651393	0.04469539	0.218492	0.418427	0.363081	0.221195	0.104106	0.193145
4029	-1587.84	-1584.48	-3.35679	0.154393	0.0852588	0.021036	-1.86825	-2.46206	-3.86152	-1.5746	-2.26824	-1.57968	0.02655113	0.02141683	0.09523456	0.0349577	0.122236	0.234091	0.643672	0.20709	0.103494	0.206042
4030	-1586.59	-1582.98	-3.61025	0.13312	0.0858558	0.017449	-2.0165	-2.45509	-4.04847	-1.56495	-2.12955	-1.63202	0.02612655	0.02853014	0.09523456	0.02708141	0.122236	0.234091	0.643672	0.209098	0.118891	0.195534
4031	-1584.1	-1580.97	-3.12629	0.135747	0.0872697	0.016965	-1.99696	-2.43875	-4.0766	-1.48937	-2.02082	-1.53213	0.01018534	0.02567871	0.09523456	0.02708141	0.124686	0.218742	0.656572	0.225515	0.132547	0.216076
4032	-1585.44	-1582.32	-3.11516	0.143594	0.0927632	0.0159509	-1.94077	-2.3777	-4.13824	-1.47526	-2.05107	-1.60369	0.006685567	0.02567871	0.09523456	0.03516878	0.148392	0.260329	0.591279	0.228719	0.128597	0.201153
4033	-1585.14	-1582.42	-2.71609	0.135526	0.0998588	0.0198501	-1.99859	-2.304	-3.91955	-1.47526	-1.89249	-1.61074	0.007391548	0.0252437	0.09523456	0.031206	0.148392	0.260329	0.591279	0.228719	0.150695	0.199739
4034	-1585.41	-1583	-2.4117	0.135526	0.0979181	0.023611	-1.99859	-2.32362	-3.74604	-1.49907	-1.86742	-1.60051	0.004032124	0.03521024	0.09647326	0.03516673	0.148392	0.260329	0.591279	0.223338	0.154522	0.201794
4035	-1586.4	-1584.24	-2.16192	0.101703	0.0888781	0.0240437	-2.2857	-2.42049	-3.72788	-1.51665	-1.75119	-1.50562	0.005850844	0.01962982	0.06170972	0.03775223	0.148392	0.260329	0.591279	0.219446	0.173568	0.221879
4036	-1586.05	-1583.52	-2.52349	0.0959937	0.0961972	0.0233413	-2.34347	-2.34135	-3.75753	-1.46413	-1.74411	-1.48672	0.008681744	0.02201258	0.06769157	0.03775223	0.122894	0.387424	0.489682	0.231279	0.1748	0.226113
4037	-1584.96	-1582.72	-2.2395	0.0973468	0.101099	0.0237538	-2.32947	-2.29166	-3.74001	-1.48577	-1.8169	-1.52449	0.008681744	0.02103983	0.06769157	0.02615817	0.071142	0.224276	0.704582	0.226327	0.162529	0.217731
4038	-1586.16	-1583.56	-2.60352	0.0775858	0.115138	0.0234713	-2.55637	-2.16163	-3.75198	-1.43713	-1.95495	-1.49284	0.008681744	0.03354335	0.06193081	0.02969309	0.071142	0.224276	0.704582	0.237608	0.141572	0.224734
4039	-1588.23	-1585.41	-2.82944	0.0849561	0.114304	0.0271799	-2.46562	-2.16889	-3.60528	-1.38275	-1.67806	-1.65425	0.007977541	0.05661982	0.06193081	0.04506199	0.071142	0.224276	0.704582	0.250887	0.186736	0.191235
4040	-1585.84	-1583.24	-2.60114	0.0863219	0.106781	0.0256682	-2.44967	-2.23697	-3.6625	-1.46969	-1.73828	-1.48547	0.005935028	0.04107134	0.06193081	0.0461468	0.0715389	0.219948	0.708513	0.229996	0.175822	0.226395
4041	-1585.23	-1582.72	-2.51042	0.0884088	0.112356	0.0263368	-2.42578	-2.18609	-3.63679	-1.53297	-1.70384	-1.38314	0.005935028	0.04107134	0.07180938	0.0357781	0.0715389	0.219948	0.708513	0.215895	0.181984	0.250789
4042	-1584.23	-1581.67	-2.56227	0.0927059	0.0968764	0.0278033	-2.37832	-2.33432	-3.5826	-1.56546	-1.64204	-1.46793	0.006992425	0.04648727	0.07180938	0.03394541	0.0715389	0.219948	0.708513	0.208992	0.193585	0.230402
4043	-1585.23	-1582.81	-2.41909	0.0930895	0.0968764	0.0267792	-2.37419	-2.33432	-3.62013	-1.59559	-1.73415	-1.488	0.01147049	0.02892953	0.0684641	0.02630427	0.0286623	0.68747	0.283868	0.202789	0.17655	0.225825
4044	-1586.69	-1583.82	-2.86916	0.114322	0.0957414	0.0231861	-2.16874	-2.3461	-3.7642	-1.78767	-1.65576	-1.49112	0.01624744	0.02828482	0.07511614	0.03245372	0.0246645	0.591582	0.383753	0.16735	0.190947	0.22512
4045	-1587.7	-1585.53	-2.16865	0.121304	0.0861131	0.0265425	-2.10945	-2.45209	-3.62901	-1.86572	-1.82316	-1.55578	0.007336288	0.02755057	0.08769747	0.02278722	0.0246645	0.591582	0.383753	0.154785	0.161515	0.211024
4046	-1584.98	-1582.7	-2.2763	0.105529	0.0797403	0.0287793	-2.24877	-2.52898	-3.5481	-1.72216	-1.82064	-1.48422	0.007182435	0.02699984	0.08769747	0.02962945	0.0192868	0.462598	0.518116	0.178679	0.161923	0.226678
4047	-1586.31	-1583.94	-2.3677	0.105529	0.0845792	0.0279522	-2.24877	-2.47007	-3.57726	-1.72216	-1.7814	-1.63766	0.01008485	0.03355049	0.07391938	0.02575869	0.0192868	0.462598	0.518116	0.178679	0.168403	0.194435
4048	-1588.99	-1586.45	-2.53815	0.113947	0.087697	0.0290566	-2.17202	-2.43387	-3.53851	-1.81205	-1.85081	-1.6676	0.01072918	0.03549741	0.0756917	0.03688602	0.0192868	0.462598	0.518116	0.163319	0.157109	0.188699
4049	-1588.1	-1585.82	-2.27613	0.120295	0.0991285	0.032478	-2.11781	-2.31134	-3.42719	-1.72617	-1.70818	-1.6741	0.01072918	0.02807196	0.08042968	0.03688602	0.034449	0.0401242	0.925427	0.177964	0.181195	0.187478
4050	-1588.51	-1586.36	-2.14999	0.114599	0.10027	0.0295128	-2.16632	-2.29989	-3.52293	-1.64132	-1.8634	-1.70018	0.008747033	0.02807196	0.09943159	0.02241251	0.034449	0.0401242	0.925427	0.193723	0.155145	0.18265
4051	-1588.2	-1585.54	-2.65889	0.130136	0.0938815	0.0287004	-2.03918	-2.36572	-3.55084	-1.71691	-1.91481	-1.67285	0.02093045	0.02807196	0.09943159	0.02382796	0.0700242	0.0815601	0.848416	0.17962	0.14737	0.187712
4052	-1588.53	-1585.68	-2.85325	0.143174	0.101822	0.0286907	-1.9437	-2.28453	-3.55118	-1.66485	-1.9748	-1.67285	0.02093045	0.03411783	0.1056782	0.02770949	0.0700242	0.0815601	0.848416	0.189219	0.138789	0.187712
4053	-1589.26	-1586.42	-2.84073	0.132801	0.102357	0.0346358	-2.0189	-2.27929	-3.36287	-1.69026	-1.91862	-1.66288	0.03313571	0.04965979	0.09556187	0.01966546	0.0483842	0.36539	0.586225	0.184471	0.146809	0.189591
4054	-1584.79	-1581.8	-2.98254	0.115852	0.0947457	0.0323975	-2.15544	-2.35656	-3.42968	-1.64087	-2.00283	-1.50034	0.02167742	0.05564158	0.09556187	0.02545803	0.0483842	0.36539	0.586225	0.19381	0.134953	0.223055
4055	-1584.79	-1581.73	-3.06502	0.106752	0.0913534	0.0278798	-2.23725	-2.39302	-3.57985	-1.51105	-1.97867	-1.56225	0.0182251	0.06127632	0.08024777	0.02545803	0.0483842	0.36539	0.586225	0.220678	0.138252	0.209664
4056	-1586.7	-1583.18	-3.52155	0.101826	0.113843	0.0273089	-2.28449	-2.17293	-3.60054	-1.43633	-2.09354	-1.56225	0.02431509	0.06868931	0.08024777	0.0394882	0.0483842	0.36539	0.586225	0.2378	0.12325	0.209664
4057	-1587.5	-1583.97	-3.52885	0.0991036	0.121856	0.0246087	-2.31159	-2.10492	-3.70466	-1.47123	-2.16093	-1.56225	0.03693572	0.04093998	0.0712712	0.04009806	0.0483842	0.36539	0.586225	0.229643	0.115218	0.209664
4058	-1587.48	-1583.95	-3.53313	0.0922464	0.10656	0.0226818	-2.38329	-2.23904	-3.78619	-1.48505	-2.25245	-1.59453	0.03693572	0.03370883	0.08098818	0.03071019	0.0534274	0.299245	0.647328	0.226491	0.105141	0.203003
4059	-1588.51	-1585.01	-3.50251	0.0869385	0.126797	0.0246313	-2.44255	-2.06517	-3.70374	-1.61613	-2.30529	-1.57643	0.03083532	0.05598052	0.08098818	0.02665522	0.520135	0.325104	0.15476	0.198666	0.0997304	0.206711
4060	-1589.39	-1586	-3.387	0.0875087	0.123807	0.0307029	-2.43602	-2.08903	-3.4834	-1.61753	-2.47989	-1.57643	0.02812944	0.05721922	0.08098818	0.03402593	0.18987	0.548856	0.261274	0.198388	0.0837528	0.206711
4061	-1589.41	-1585.87	-3.54	0.096651	0.107912	0.0280539	-2.33665	-2.22644	-3.57363	-1.65652	-2.501	-1.50366	0.03286592	0.0439132	0.08680472	0.03770756	0.147145	0.650373	0.202482	0.190802	0.0820033	0.222316
4062	-1588.12	-1584.83	-3.28992	0.09076	0.100289	0.024443	-2.39954	-2.2997	-3.71141	-1.77828	-2.46529	-1.50609	0.01408981	0.04300743	0.08680472	0.03854854	0.301752	0.0828847	0.615364	0.168928	0.0849839	0.221776
4063	-1588.39	-1585.52	-2.86708	0.0911191	0.105125	0.0244046	-2.39559	-2.25261	-3.71298	-1.77828	-2.43271	-1.42065	0.009716574	0.02798816	0.08672077	0.03854854	0.203817	0.380537	0.415646	0.168928	0.087799	0.241556
4064	-1588.68	-1586.22	-2.46241	0.106395	0.106839	0.0249928	-2.2406	-2.23644	-3.68917	-1.7806	-2.52307	-1.44425	0.009492648	0.018968	0.08672077	0.02994521	0.203817	0.380537	0.415646	0.168537	0.0802134	0.235924
4065	-1591	-1588.78	-2.22601	0.106395	0.105672	0.0240618	-2.2406	-2.24742	-3.72713	-1.76376	-2.65774	-1.44425	0.005855826	0.01715276	0.08672077	0.02649692	0.467587	0.254468	0.277945	0.171399	0.0701065	0.235924
4066	-1590.88	-1588.68	-2.19962	0.10724	0.108629	0.0225605	-2.23268	-2.21981	-3.79156	-1.76298	-2.47564	-1.38516	0.005855826	0.01611647	0.08672077	0.02649692	0.749775	0.119595	0.130629	0.171533	0.0841093	0.250283
4067	-1593.9	-1590.73	-3.16377	0.101523	0.105941	0.0232179	-2.28747	-2.24487	-3.76283	-1.71077	-2.40309	-1.30104	0.01320326	0.03146353	0.1230609	0.02649692	0.749775	0.119595	0.130629	0.180726	0.0904378	0.272248
4068	-1593.06	-1589.74	-3.31056	0.11496	0.10823	0.0209604	-2.16317	-2.2235	-3.86512	-1.49517	-2.36076	-1.30104	0.01695862	0.02552806	0.1230609	0.0263361	0.749775	0.119595	0.130629	0.224211	0.0943482	0.272248
4069	-1590.12	-1586.64	-3.48136	0.124819	0.102694	0.0182422	-2.08089	-2.276	-4.00402	-1.49632	-2.36825	-1.30188	0.01695862	0.03117525	0.09711429	0.0263361	0.749775	0.119595	0.130629	0.223953	0.0936443	0.272019
4070	-1587.34	-1584.4	-2.93956	0.12404	0.10022	0.0219527	-2.08715	-2.30039	-3.81886	-1.56	-2.42572	-1.45921	0.01811711	0.01895765	0.08980972	0.02874031	0.749775	0.119595	0.130629	0.210136	0.0884141	0.232419
4071	-1588.83	-1585.7	-3.13061	0.0954035	0.0891695	0.0239338	-2.34964	-2.41722	-3.73246	-1.48503	-2.40166	-1.46355	0.02362629	0.02001118	0.08980972	0.0302805	0.749775	0.119595	0.130629	0.226497	0.0905675	0.231414
4072	-1587.81	-1585.1	-2.71467	0.0954035	0.101369	0.0240766	-2.34964	-2.28899	-3.72651	-1.51494	-2.33896	-1.47083	0.02362629	0.0209615	0.07244705	0.01956667	0.404259	0.273136	0.322606	0.219821	0.0964281	0.229734
4073	-1587.82	-1585.28	-2.54757	0.0967027	0.103162	0.0260671	-2.33611	-2.27145	-3.64708	-1.6485	-2.33896	-1.51162	0.02107567	0.02295781	0.07244705	0.01950642	0.517882	0.221041	0.261076	0.192339	0.0964281	0.220553
4074	-1586.26	-1583.4	-2.85577	0.0900804	0.0861628	0.0242674	-2.40705	-2.45152	-3.71862	-1.67317	-2.20419	-1.52918	0.01807499	0.02295781	0.0877098	0.02550068	0.397518	0.276226	0.326256	0.187651	0.110339	0.216713
4075	-1586.53	-1583.4	-3.12975	0.0939301	0.0832427	0.0248512	-2.3652	-2.48599	-3.69485	-1.65879	-2.27811	-1.51454	0.01387239	0.04861964	0.0877098	0.02630026	0.397518	0.276226	0.326256	0.190369	0.102478	0.21991
4076	-1586.69	-1583.46	-3.22801	0.101835	0.0880517	0.0193273	-2.2844	-2.42983	-3.94624	-1.63068	-2.29395	-1.4789	0.008921591	0.04861964	0.0877098	0.02630026	0.397518	0.276226	0.326256	0.195796	0.100867	0.227888
4077	-1586.7	-1582.64	-4.05928	0.0960315	0.0826283	0.0166359	-2.34308	-2.4934	-4.09619	-1.60785	-2.10071	-1.56411	0.0117106	0.08159735	0.0877098	0.03714942	0.406312	0.260213	0.333474	0.200318	0.122369	0.209275
4078	-1586.45	-1582.15	-4.30324	0.100038	0.0877271	0.0166359	-2.3022	-2.43352	-4.09619	-1.59013	-2.09694	-1.48514	0.0200079	0.09120702	0.0877098	0.031968	0.406312	0.260213	0.333474	0.203899	0.122831	0.226471
4079	-1585.93	-1582.19	-3.74459	0.100543	0.0801927	0.0172497	-2.29717	-2.52332	-4.05996	-1.51812	-2.00954	-1.47945	0.008982281	0.07738884	0.0877098	0.0297933	0.188631	0.355623	0.455746	0.219124	0.13405	0.227764
4080	-1586.26	-1582.98	-3.2828	0.11604	0.0918081	0.0242239	-2.15382	-2.38805	-3.72041	-1.39303	-1.99706	-1.57874	0.008982281	0.07738884	0.07699034	0.04291447	0.170337	0.321134	0.508529	0.248322	0.135734	0.206234
4081	-1587.39	-1583.64	-3.74877	0.127044	0.0854703	0.0237127	-2.06322	-2.45959	-3.74175	-1.42249	-2.03505	-1.50151	0.02804022	0.1115433	0.08324911	0.01872188	0.146646	0.330304	0.52305	0.241113	0.130675	0.222793
4082	-1585.66	-1582.01	-3.64459	0.148773	0.0945496	0.0254236	-1.90533	-2.35863	-3.67208	-1.42249	-1.96586	-1.38915	0.02954747	0.06208928	0.08324911	0.03500867	0.200041	0.309637	0.490323	0.241113	0.140035	0.249288
4083	-1585.55	-1581.78	-3.76606	0.148773	0.0858879	0.0260483	-1.90533	-2.45471	-3.6478	-1.40097	-2.01186	-1.45008	0.02954747	0.07718403	0.08324911	0.03500867	0.200041	0.309637	0.490323	0.246357	0.13374	0.23455
4084	-1586.91	-1583.36	-3.5567	0.171641	0.0848293	0.0280528	-1.76235	-2.46711	-3.57367	-1.23295	-1.93987	-1.5491	0.02182854	0.07718403	0.08324911	0.03500867	0.213428	0.330359	0.456214	0.291431	0.143722	0.212438
4085	-1587.56	-1584.55	-3.01206	0.193794	0.0804946	0.0261878	-1.64096	-2.51956	-3.64246	-1.22617	-1.97737	-1.58833	0.02186738	0.04484893	0.08324911	0.01750302	0.253561	0.20444	0.542	0.293415	0.138433	0.204266
4086	-1586.36	-1582.9	-3.45566	0.214757	0.0837876	0.0261878	-1.53825	-2.47947	-3.64246	-1.17055	-2.07465	-1.46641	0.01235683	0.07025133	0.1103144	0.02827997	0.221593	0.178664	0.599743	0.310196	0.125601	0.230753
4087	-1586.52	-1582.77	-3.74311	0.205602	0.0728423	0.0217734	-1.58182	-2.61946	-3.82706	-1.2169	-2.00372	-1.46641	0.02372625	0.0718262	0.09158181	0.01824519	0.221593	0.178664	0.599743	0.296147	0.134833	0.230753
4088	-1588.95	-1585.62	-3.32994	0.233055	0.073746	0.0251798	-1.45648	-2.60713	-3.68171	-1.2732	-1.98756	-1.52767	0.02835744	0.0270302	0.1363554	0.01824519	0.0605859	0.272389	0.667025	0.279934	0.137029	0.217042
4089	-1585.75	-1582.7	-3.05116	0.255609	0.0729125	0.0252643	-1.3641	-2.6185	-3.67836	-1.31372	-2.04569	-1.41868	0.01815359	0.02791798	0.09649903	0.02199972	0.0794878	0.357371	0.563141	0.268819	0.129291	0.242033
4090	-1587.3	-1584.01	-3.28562	0.264509	0.0772717	0.0263048	-1.32988	-2.56043	-3.638	-1.32619	-2.21704	-1.45373	0.01815359	0.02582585	0.1094495	0.03547956	0.0794878	0.357371	0.563141	0.265487	0.108931	0.233698
4091	-1584.77	-1581.91	-2.86464	0.249682	0.0917267	0.0270914	-1.38757	-2.38894	-3.60854	-1.46677	-2.10623	-1.37974	0.0118305	0.03148759	0.1136314	0.02692963	0.150224	0.329909	0.519867	0.23067	0.121696	0.251644
4092	-1583.66	-1580.85	-2.80091	0.228852	0.0770128	0.0289515	-1.47468	-2.56378	-3.54213	-1.4213	-2.04777	-1.3586	0.008714047	0.03923109	0.1059205	0.02889631	0.150224	0.329909	0.519867	0.241399	0.129023	0.257021
4093	-1585.01	-1581.25	-3.76156	0.214933	0.0631957	0.027934	-1.53743	-2.76152	-3.57791	-1.34217	-2.02913	-1.31851	0.01018174	0.1021143	0.1059205	0.03883155	0.175356	0.385101	0.439543	0.261279	0.13145	0.267534
4094	-1584.58	-1580.64	-3.94559	0.204689	0.0648717	0.0228725	-1.58626	-2.73534	-3.77782	-1.33739	-1.94915	-1.41278	0.01409639	0.1021143	0.07839158	0.03883155	0.175356	0.385101	0.439543	0.262529	0.142395	0.243465
4095	-1587.42	-1583.52	-3.89664	0.17506	0.0577448	0.0235768	-1.74263	-2.85172	-3.74749	-1.2671	-1.91913	-1.47285	0.0173089	0.1255763	0.08115111	0.0210366	0.175356	0.385101	0.439543	0.281647	0.146734	0.229272
4096	-1586.92	-1583.18	-3.73164	0.180736	0.0620603	0.0264527	-1.71072	-2.77965	-3.6324	-1.34216	-1.88174	-1.34171	0.0173089	0.1255763	0.08115111	0.02191693	0.101361	0.2226	0.67604	0.261282	0.152325	0.261399
4097	-1585	-1581.37	-3.62558	0.146099	0.0639189	0.0264527	-1.92347	-2.75014	-3.6324	-1.54137	-1.96878	-1.34171	0.0173089	0.08256672	0.09855495	0.02735424	0.0672704	0.197523	0.735207	0.214088	0.139627	0.261399
4098	-1585.58	-1582	-3.57324	0.151005	0.0863894	0.0273752	-1.89044	-2.44889	-3.59812	-1.5742	-1.76684	-1.32694	0.02086858	0.1105748	0.08081665	0.02735424	0.0672704	0.197523	0.735207	0.207173	0.170872	0.265288
4099	-1586.68	-1582.89	-3.78831	0.144106	0.076808	0.0250961	-1.93721	-2.56645	-3.68504	-1.52772	-1.8411	-1.2948	0.02086858	0.1108764	0.08437107	0.02735424	0.0672704	0.197523	0.735207	0.21703	0.158643	0.273954
4100	-1586.91	-1583	-3.90718	0.168609	0.0948406	0.0231031	-1.78017	-2.35556	-3.76779	-1.57575	-1.85431	-1.28879	0.02086858	0.0916432	0.08437107	0.04134674	0.167815	0.492747	0.339438	0.206853	0.15656	0.275603
4101	-1584.55	-1580.69	-3.8602	0.162515	0.116333	0.0247628	-1.81698	-2.1513	-3.69841	-1.62553	-1.86429	-1.40163	0.01795088	0.1181845	0.097056	0.04134674	0.276889	0.16305	0.560061	0.196808	0.155007	0.246195
4102	-1584.78	-1581.13	-3.65018	0.188612	0.127384	0.0211238	-1.66806	-2.06055	-3.85736	-1.62553	-1.90724	-1.31681	0.01421124	0.07697455	0.09694706	0.03545937	0.276889	0.16305	0.560061	0.196808	0.14849	0.26799
4103	-1584.8	-1581.1	-3.69654	0.188612	0.124694	0.0195188	-1.66806	-2.08189	-3.93638	-1.65388	-1.8582	-1.44675	0.01446655	0.07287797	0.09694706	0.03545937	0.628804	0.122817	0.248379	0.191307	0.155954	0.235334
4104	-1584.67	-1581	-3.66428	0.16037	0.139173	0.0188563	-1.83027	-1.97204	-3.97091	-1.65388	-1.87497	-1.49266	0.01965517	0.05327861	0.09264491	0.03545937	0.628804	0.122817	0.248379	0.191307	0.15336	0.224773
4105	-1584.54	-1580.54	-4.00056	0.153421	0.146458	0.0188563	-1.87457	-1.92102	-3.97091	-1.58509	-1.84037	-1.4354	0.02677377	0.07130273	0.09034792	0.03545937	0.628804	0.122817	0.248379	0.204929	0.158759	0.23802
4106	-1585.52	-1581.76	-3.75989	0.176567	0.135136	0.0203939	-1.73405	-2.00147	-3.89252	-1.68321	-1.70936	-1.48253	0.02083129	0.07130273	0.09034792	0.03667003	0.628804	0.122817	0.248379	0.185777	0.180981	0.227062
4107	-1585.39	-1581.44	-3.95727	0.160501	0.137197	0.0193356	-1.82945	-1.98634	-3.94581	-1.55943	-1.86072	-1.54484	0.01811857	0.1132446	0.08872748	0.03265746	0.628804	0.122817	0.248379	0.210257	0.15556	0.213347
4108	-1584.03	-1580.33	-3.69292	0.18152	0.15457	0.0192744	-1.70639	-1.86711	-3.94898	-1.52684	-1.84313	-1.51158	0.01598612	0.0727156	0.09521935	0.03243918	0.628804	0.122817	0.248379	0.217222	0.158321	0.220562
4109	-1585.18	-1581.63	-3.5476	0.171288	0.160252	0.0202975	-1.76441	-1.83101	-3.89726	-1.48206	-1.84313	-1.52752	0.02348355	0.03449014	0.1005594	0.03967042	0.404092	0.436291	0.159617	0.22717	0.158321	0.217073
4110	-1584.27	-1580.93	-3.34174	0.163362	0.151217	0.0243328	-1.81179	-1.88904	-3.71593	-1.52038	-1.74546	-1.40032	0.02498499	0.04250117	0.1005594	0.03141743	0.404092	0.436291	0.159617	0.21863	0.174565	0.246519
4111	-1584.7	-1581.18	-3.51688	0.131798	0.161563	0.0206347	-2.02649	-1.82286	-3.88078	-1.54801	-1.76461	-1.44699	0.0255311	0.04250117	0.1005594	0.02844399	0.404092	0.436291	0.159617	0.212672	0.171253	0.235278
4112	-1588.57	-1584.18	-4.39202	0.131798	0.191842	0.0171511	-2.02649	-1.65108	-4.06569	-1.53833	-1.74981	-1.44699	0.04073192	0.03843015	0.1005594	0.05729522	0.404092	0.436291	0.159617	0.21474	0.173807	0.235278
4113	-1587.61	-1583.36	-4.24773	0.128974	0.201318	0.016188	-2.04814	-1.60287	-4.12349	-1.57348	-1.87562	-1.39275	0.03251344	0.0299833	0.1005594	0.05729522	0.404092	0.436291	0.159617	0.207323	0.153259	0.248391
4114	-1587.84	-1583.32	-4.5222	0.141184	0.207894	0.0148682	-1.95769	-1.57073	-4.20853	-1.60371	-1.91155	-1.52401	0.02853132	0.04807742	0.09963446	0.05729522	0.404092	0.436291	0.159617	0.201148	0.14785	0.217837
4115	-1588.65	-1584.51	-4.138	0.150441	0.176027	0.0160674	-1.89419	-1.73712	-4.13096	-1.67696	-1.90536	-1.52401	0.02128814	0.06341216	0.06681304	0.05920382	0.404092	0.436291	0.159617	0.186941	0.148769	0.217837
4116	-1586.99	-1582.69	-4.30531	0.165424	0.199473	0.0171877	-1.79925	-1.61208	-4.06356	-1.45118	-1.91353	-1.54082	0.02016114	0.1027885	0.06681304	0.05505349	0.133038	0.634741	0.232221	0.234295	0.147558	0.214206
4117	-1587.81	-1583.51	-4.29572	0.17765	0.197034	0.019391	-1.72794	-1.62438	-3.94295	-1.51417	-2.00635	-1.42272	0.02867356	0.09629057	0.06681304	0.05574711	0.133038	0.634741	0.232221	0.21999	0.134478	0.241058
4118	-1588.03	-1583.47	-4.55935	0.1621	0.155947	0.0187429	-1.81954	-1.85824	-3.97694	-1.50292	-1.99829	-1.49871	0.03568913	0.09629057	0.08342399	0.05730837	0.377027	0.456106	0.166867	0.22248	0.135567	0.223417
4119	-1586.97	-1582.53	-4.44216	0.144526	0.142337	0.01738	-1.9343	-1.94956	-4.05244	-1.4544	-1.99204	-1.52162	0.03080385	0.0813092	0.09657568	0.04334293	0.400848	0.421741	0.17741	0.23354	0.136417	0.218357
4120	-1586.04	-1582.01	-4.02194	0.137211	0.142766	0.0195804	-1.98623	-1.94655	-3.93323	-1.56479	-1.88772	-1.54865	0.03080385	0.07115247	0.09657568	0.03453209	0.400848	0.421741	0.17741	0.209132	0.151417	0.212535
4121	-1586.15	-1582.16	-3.98764	0.138363	0.143239	0.0197788	-1.97788	-1.94324	-3.92315	-1.65498	-1.90597	-1.38201	0.02515416	0.07982377	0.09657568	0.03391739	0.494436	0.355865	0.149699	0.191095	0.148679	0.251073
4122	-1587.56	-1583.32	-4.23609	0.116702	0.138965	0.018402	-2.14813	-1.97354	-3.9953	-1.60407	-1.96731	-1.38711	0.02515416	0.0695967	0.09052369	0.0508826	0.494436	0.355865	0.149699	0.201077	0.139832	0.249796
