Pantacantha_ameghinoi	?
Combera_paradoxa	?
Salpiglossis_sinuata	0
Browallia_speciosa	0
Streptosolen_jamesonii	?
Sessea_corymbiflora	?
Cestrum_megalophyllum	1
Cestrum_strigilatum	?
Cestrum_diurnum	?
Cestrum_tomentosum	?
Cestrum_nocturnum	0
Cestrum_aurantiacum	0
Cestrum_elegans	?
Cestrum_fasciculatum	0
Schwenckia_lateriflora	?
Metternichia_princeps	?
Espadaea_amoena	0
Goetzea_elegans	1
Schizanthus_laetus	0
Schizanthus_litoralis	0
Schizanthus_porrigens	0
Schizanthus_pinnatus	0
Schizanthus_parvulus	0
Schizanthus_tricolor	0
Schizanthus_grahamii	0
Schizanthus_hookeri	0
Schizanthus_alpestris	0
Schizanthus_candidus	0
Schizanthus_integrifolius	0
Schizanthus_lacteus	0
Fabiana_imbricata	?
Calibrachoa_sellowiana	1
Calibrachoa_parviflora	0
Calibrachoa_pygmea	1
Petunia_axillaris	1
Petunia_exserta	0
Petunia_integrifolia	1
Petunia_mantiqueirensis	1
Petunia_bonjardinensis	1
Petunia_scheideana	1
Petunia_secreta	?
Petunia_altiplana	1
Petunia_reitzii	1
Petunia_saxicola	1
Brunfelsia_americana	1
Bouchetia_anomala	?
Bouchetia_erecta	?
Hunzikeria_texana	0
Nierembergia_rivularis	?
Nierembergia_repens	?
Nierembergia_graveolens	?
Nierembergia_aristata	0
Nierembergia_veitchii	?
Nierembergia_calycina	?
Nierembergia_linariifolia	1
Nierembergia_scoparia	?
Nierembergia_ericoides	?
Nierembergia_tucumanensis	?
Nierembergia_browallioides	?
Nierembergia_pulchella	?
Symonanthus_aromaticus	0
Symonanthus_bancroftii	0
Anthocercis_gracilis	0
Anthocercis_ilicifolia	0
Anthocercis_littorea	0
Anthocercis_angustifolia	0
Anthocercis_viscosa	0
Anthocercis_intricata	0
Cyphanthera_odgersii	0
Grammosolen_dixonii	0
Grammosolen_truncatus	0
Anthotroche_walcottii	0
Anthotroche_pannosa	0
Anthotroche_myoporoides	0
Cyphanthera_microphylla	0
Crenidium_spinescens	0
Cyphanthera_anthocercidea	0
Duboisia_leichhardtii	0
Duboisia_hopwoodii	0
Cyphanthera_albicans	0
Duboisia_myoporoides	0
Nicotiana_tabacum	0
Nicotiana_otophora	0
Nicotiana_kawakamii	?
Nicotiana_tomentosa	1
Nicotiana_tomentosiformis	0
Nicotiana_thyrsiflora	?
Nicotiana_wigandioides	0
Nicotiana_glutinosa	0
Nicotiana_arentsii	0
Nicotiana_undulata	0
Nicotiana_benavidesii	0
Nicotiana_raimondii	?
Nicotiana_cordifolia	0
Nicotiana_solanifolia	0
Nicotiana_paniculata	0
Nicotiana_knightiana	0
Nicotiana_rustica	0
Nicotiana_clevelandii	0
Nicotiana_quadrivalvis	0
Nicotiana_obtusifolia	0
Nicotiana_linearis	0
Nicotiana_spegazzinii	?
Nicotiana_miersii	0
Nicotiana_corymbosa	0
Nicotiana_acuminata	?
Nicotiana_pauciflora	?
Nicotiana_sylvestris	0
Nicotiana_nudicaulis	0
Nicotiana_repanda	0
Nicotiana_nesophila	0
Nicotiana_stocktonii	0
Nicotiana_alata	1
Nicotiana_langsdorffii	1
Nicotiana_bonariensis	1
Nicotiana_forgetiana	1
Nicotiana_longiflora	0
Nicotiana_plumbaginifolia	1
Nicotiana_africana	0
Nicotiana_acaulis	0
Nicotiana_glauca	1
Nicotiana_noctiflora	1
Nicotiana_petunioides	1
Nicotiana_forsteri	0
Nicotiana_occidentalis	0
Nicotiana_umbratica	0
Nicotiana_megalosiphon	0
Nicotiana_simulans	0
Nicotiana_excelsior	0
Nicotiana_maritima	0
Nicotiana_amplexicaulis	0
Nicotiana_eastii	0
Nicotiana_suaveolens	0
Nicotiana_cavicola	0
Nicotiana_goodspeedii	0
Nicotiana_gossei	0
Nicotiana_rotundifolia	0
Nicotiana_rosulata	0
Nicotiana_velutina	0
Latua_pubiflora	?
Jaborosa_integrifolia	1
Jaborosa_sativa	?
Atropa_belladonna	0
Atropa_komarovii	0
Anisodus_tanguticus	0
Anisodus_carniolicoides	0
Anisodus_acutangulus	0
Hyoscyamus_turcomanicus	0
Hyoscyamus_pusillus	0
Hyoscyamus_albus	0
Hyoscyamus_niger	0
Hyoscyamus_muticus	0
Hyoscyamus_desertorum	0
Atropanthe_sinensis	0
Scopolia_japonica	0
Scopolia_carniolica	0
Scopolia_parviflora	0
Przewalskia_tangutica	0
Physochlaina_praealta	0
Physochlaina_orientalis	?
Sclerophylax_arnottii	0
Nolana_elegans	1
Nolana_rupicola	1
Nolana_acuminata	1
Nolana_rostrata	1
Nolana_adansonii	1
Nolana_galapagensis	?
Nolana_plicata	1
Nolana_aticoana	1
Nolana_humifusa	1
Nolana_laxa	1
Lycium_tetrandrum	0
Lycium_acutifolium	?
Lycium_bosciifolium	?
Lycium_hirsutum	1
Lycium_villosum	0
Lycium_eenii	?
Lycium_schweinfurthii	?
Lycium_shawii	?
Lycium_depressum	?
Lycium_ruthenicum	?
Lycium_decumbens	?
Lycium_pumilum	1
Lycium_oxycarpum	?
Lycium_pilifolium	?
Lycium_gariepense	0
Lycium_tenue	?
Lycium_strandveldense	0
Lycium_amoenum	?
Lycium_grandicalyx	?
Lycium_arenicola	0
Lycium_cinereum	1
Lycium_afrum	?
Lycium_ferocissimum	1
Lycium_horridum	0
Lycium_schizocalyx	?
Lycium_boerhaviifolium	1
Lycium_pallidum	1
Lycium_cooperi	1
Lycium_macrodon	1
Lycium_puberulum	1
Lycium_californicum	?
Lycium_nodosum	?
Lycium_vimineum	?
Lycium_gilliesianum	?
Lycium_ameghinoi	?
Lycium_chanar	?
Lycium_fuscum	?
Lycium_minutifolium	?
Lycium_stenophyllum	?
Lycium_cestroides	1
Lycium_cuneatum	?
Lycium_morongii	?
Lycium_brevipes	1
