idnumber,source,fullname,genus,species,cultivarhybrid,csomenumber,lifehistoryclean,ploidy,selfincomp,ploidybyZF,namechangedfrom
360,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
361,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
362,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
363,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
364,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
365,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
366,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
367,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
368,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
369,RZF,Calibrachoa_parviflora,Calibrachoa,parviflora,,18,A,2,SC,,
370,EEG,Calibrachoa_parviflora,Calibrachoa,parviflora,,,,,,,
371,EEG,Calibrachoa_parviflora,Calibrachoa,parviflora,,,,,,,
372,EEG,Calibrachoa_parviflora,Calibrachoa,parviflora,,,,,,,
373,EEG,Calibrachoa_parviflora,Calibrachoa,parviflora,,,,,,,
374,EEG,Calibrachoa_parviflora,Calibrachoa,parviflora,,,,,,,
375,RZF,Calibrachoa_pubescens,Calibrachoa,pubescens,,18,,,,,
376,EEG,Calibrachoa_pygmea,Calibrachoa,pygmaea,,18,A,2,SI,,Calibrachoa_pygmaea
377,EEG,Calibrachoa_pygmea,Calibrachoa,pygmaea,,,,,,,Calibrachoa_pygmaea
378,RZF,Calibrachoa_rupestris,Calibrachoa,rupestris,,18,P,2,SI,,
379,RZF,Calibrachoa_rupestris,Calibrachoa,rupestris,,18,P,2,SI,,
380,EEG,Calibrachoa_rupestris,Calibrachoa,rupestris,,,,,,,
381,EEG,Calibrachoa_rupestris,Calibrachoa,rupestris,,,,,,,
382,RZF,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,18,P,2,SI,,
383,RZF,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,18,P,2,SI,,
384,RZF,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,18,P,2,SI,,
385,RZF,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,18,P,2,SI,,
386,EEG,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,,,,,,
387,EEG,Calibrachoa_sellowiana,Calibrachoa,sellowiana,,,,,,,
388,RZF,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,18,P,2,SI,,
389,RZF,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,18,P,2,SI,,
390,RZF,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,18,P,2,SI,,
391,RZF,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,18,P,2,SI,,
392,EEG,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,,,,,,
393,EEG,Calibrachoa_sendtneriana,Calibrachoa,sendtneriana,,,,,,,
394,EEG,Calibrachoa_serrulata,Calibrachoa,serrulata,,18,P,2,SI,,
395,EEG,Calibrachoa_serrulata,Calibrachoa,serrulata,,,,,,,
396,EEG,Calibrachoa_spathulata,Calibrachoa,spathulata,,18,P,2,,,
397,EEG,Calibrachoa_thymifolia,Calibrachoa,thymifolia,,18,P,2,SI,,
398,EEG,Calibrachoa_thymifolia,Calibrachoa,thymifolia,,,,,,,
399,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
400,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
401,RZF,Capsicum_annuum,Capsicum,annuum,,,A,2,SC,,
402,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
403,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
404,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
405,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
406,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
407,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
408,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
409,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
410,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
411,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
412,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
413,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
414,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
415,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
416,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
417,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
418,RZF,Capsicum_annuum,Capsicum,annuum,,38,A,2,SC,,
419,RZF,Capsicum_annuum,Capsicum,annuum,,96,,16,,,
420,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
421,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
422,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
423,RZF,Capsicum_annuum,Capsicum,annuum,,25,A,2,SC,,
424,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
425,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
426,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
427,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
428,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
429,RZF,Capsicum_annuum,Capsicum,annuum,,36,A,3,SC,,
430,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
431,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
432,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
433,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
434,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
435,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
436,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
437,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
438,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
439,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
440,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
441,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
442,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
443,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
444,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
445,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
446,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
447,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
448,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
449,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
450,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
451,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
452,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
453,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
454,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
455,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
456,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
457,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
458,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
459,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
460,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
461,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
462,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
463,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
464,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
465,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
466,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
467,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
468,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
469,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
470,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
471,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
472,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
473,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
474,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
475,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
476,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
477,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
478,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
479,RZF,Capsicum_annuum,Capsicum,annuum,,36,A,3,SC,,
480,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
481,RZF,Capsicum_annuum,Capsicum,annuum,,36,A,3,SC,,
482,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
483,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
484,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
485,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
486,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
487,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
488,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
489,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
490,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
491,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
492,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
493,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
494,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
495,RZF,Capsicum_annuum,Capsicum,annuum,,36,,3,,,
496,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
497,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
498,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
499,RZF,Capsicum_annuum,Capsicum,annuum,,22,A,2,SC,,
500,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
501,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
502,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
503,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
504,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
505,RZF,Capsicum_annuum,Capsicum,annuum,,36,,3,,,
506,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
507,RZF,Capsicum_annuum,Capsicum,annuum,,36,,3,,,
508,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
509,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
510,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
511,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
512,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
513,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
514,RZF,Capsicum_annuum,Capsicum,annuum,,,,,,,
515,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
516,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,3,SC,,
517,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,4,SC,,
518,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,5,SC,,
519,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,6,SC,,
520,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,7,SC,,
521,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,8,SC,,
522,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,9,SC,,
523,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,10,SC,,
524,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,11,SC,,
525,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,12,SC,,
526,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,13,SC,,
527,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,14,SC,,
528,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,15,SC,,
529,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,16,SC,,
530,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,17,SC,,
531,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,18,SC,,
532,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,19,SC,,
533,RZF,Capsicum_annuum,Capsicum,annuum,,36,,3,,,
534,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
535,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
536,RZF,Capsicum_annuum,Capsicum,annuum,,24,A,2,SC,,
537,RZF,Capsicum_annuum,Capsicum,annuum,,48,P,4,SC,,
538,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
539,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
540,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
541,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
542,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
543,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
544,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
545,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
546,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
547,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
548,EEG,Capsicum_annuum,Capsicum,annuum,,,,,,,
549,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
550,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
551,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
552,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
553,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
554,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
555,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
556,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
557,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
558,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
559,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
560,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
561,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
562,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
563,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
564,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
565,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
566,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
567,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
568,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
569,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
570,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
571,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
572,RZF,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
573,RZF,Capsicum_baccatum,Capsicum,baccatum,,24,P,2,SC,,
574,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
575,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
576,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
577,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
578,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
579,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
580,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
581,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
582,EEG,Capsicum_baccatum,Capsicum,baccatum,,,,,,,
583,RZF,Capsicum_buforum,Capsicum,buforum,,24,P,2,SI,,
584,RZF,Capsicum_buforum,Capsicum,buforum,,24,P,2,SI,,
585,RZF,Capsicum_buforum,Capsicum,buforum,,24,P,2,SI,,
586,RZF,Capsicum_buforum,Capsicum,buforum,,26,P,2,SI,,
587,EEG,Capsicum_buforum,Capsicum,buforum,,,,,,,
588,EEG,Capsicum_buforum,Capsicum,buforum,,,,,,,
589,EEG,Capsicum_buforum,Capsicum,buforum,,,,,,,
590,RZF,Capsicum_caatingae,Capsicum,caatingae,,24,,,,,
591,EEG,Capsicum_caatingae,Capsicum,caatingae,,,,,,,
592,EEG,Capsicum_caballeroi,Capsicum,caballeroi,,,,,,,
593,RZF,Capsicum_campylopodium,Capsicum,campylopodium,,26,P,2,,,
594,RZF,Capsicum_campylopodium,Capsicum,campylopodium,,26,P,2,,,
595,RZF,Capsicum_campylopodium,Capsicum,campylopodium,,26,P,2,,,
596,RZF,Capsicum_campylopodium,Capsicum,campylopodium,,26,P,2,,,
597,EEG,Capsicum_campylopodium,Capsicum,campylopodium,,,,,,,
598,EEG,Capsicum_cardenasi,Capsicum,cardenasi,,,,,,,
599,EEG,Capsicum_cardenasii,Capsicum,cardenasii,,,,,,,
600,EEG,Capsicum_cardenasii,Capsicum,cardenasii,,24,P,2,SI,,
601,EEG,Capsicum_cardenasii,Capsicum,cardenasii,,,,,,,
602,EEG,Capsicum_cardenasii,Capsicum,cardenasii,,,,,,,
603,EEG,Capsicum_cardenasii,Capsicum,cardenasii,,,,,,,
604,EEG,Capsicum_ceratocalyx,Capsicum,ceratocalyx,,,,,,,
605,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
606,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
607,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
608,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
609,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
610,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
611,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
612,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
613,RZF,Capsicum_chacoense,Capsicum,chacoense,,24,P,2,SC,,
614,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
615,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
616,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
617,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
618,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
619,EEG,Capsicum_chacoense,Capsicum,chacoense,,,,,,,
620,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
621,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
622,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
623,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
624,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
625,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
626,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
627,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
628,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
629,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
630,RZF,Capsicum_chinense,Capsicum,chinense,,24,P,2,SC,,
631,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
632,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
633,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
634,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
635,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
636,EEG,Capsicum_chinense,Capsicum,chinense,,,,,,,
637,EEG,Capsicum_ciliatum,Capsicum,ciliatum,,24,,2,SC,,
638,EEG,Capsicum_ciliatum,Capsicum,ciliatum,,,,,,,
639,RZF,Capsicum_coccineum,Capsicum,coccineum,,24,P,2,,,
640,EEG,Capsicum_coccineum,Capsicum,coccineum,,,,,,,
641,RZF,Capsicum_cornutum,Capsicum,cornutum,,26,,,,,
642,RZF,Capsicum_cornutum,Capsicum,cornutum,,26,P,2,,,
643,EEG,Capsicum_cornutum,Capsicum,cornutum,,,,,,,
644,RZF,Capsicum_dimorphum,Capsicum,dimorphum,,24,P,2,,,
645,EEG,Capsicum_dimorphum,Capsicum,dimorphum,,,,,,,
646,RZF,Capsicum_dusenii,Capsicum,dusenii,,24,P,2,SC,,
647,RZF,Capsicum_dusenii,Capsicum,dusenii,,24,P,2,SC,,
648,EEG,Capsicum_dusenii,Capsicum,dusenii,,,,,,,
649,EEG,Capsicum_dusenii,Capsicum,dusenii,,26,P,2,SC,,
650,EEG,Capsicum_dusenii,Capsicum,dusenii,,,,,,,
651,RZF,Capsicum_eximium,Capsicum,eximium,,24,P,2,SI,,
652,RZF,Capsicum_eximium,Capsicum,eximium,,24,P,2,SI,,
653,RZF,Capsicum_eximium,Capsicum,eximium,,24,P,2,SI,,
654,RZF,Capsicum_eximium,Capsicum,eximium,,24,P,2,SI,,
655,EEG,Capsicum_eximium,Capsicum,eximium,,24,P,2,SI,,
656,EEG,Capsicum_eximium,Capsicum,eximium,,,,,,,
657,EEG,Capsicum_eximium,Capsicum,eximium,,,,,,,
658,EEG,Capsicum_eximium,Capsicum,eximium,,,,,,,
659,EEG,Capsicum_eximium,Capsicum,eximium,,,,,,,
660,EEG,Capsicum_eximium,Capsicum,eximium,,,,,,,
661,RZF,Capsicum_flexuosum,Capsicum,flexuosum,,24,P,2,SC,,
662,RZF,Capsicum_flexuosum,Capsicum,flexuosum,,24,P,2,SC,,
663,RZF,Capsicum_flexuosum,Capsicum,flexuosum,,24,P,2,SC,,
664,RZF,Capsicum_flexuosum,Capsicum,flexuosum,,24,P,2,SC,,
665,EEG,Capsicum_flexuosum,Capsicum,flexuosum,,,,,,,
666,EEG,Capsicum_flexuosum,Capsicum,flexuosum,,,,,,,
667,RZF,Capsicum_friburgense,Capsicum,friburgense,,26,P,2,,,
668,EEG,Capsicum_friburgense,Capsicum,friburgense,,,,,,,
669,EEG,Capsicum_friburgense,Capsicum,friburgense,,,,,,,
670,EEG,Capsicum_frutescens,Capsicum,frutescens,,24,P,2,SC,,
671,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
672,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
673,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
674,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
675,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
676,EEG,Capsicum_frutescens,Capsicum,frutescens,,,,,,,
677,EEG,Capsicum_galapagense,Capsicum,galapagense,,,,,,,
678,RZF,Capsicum_galapagoensis,Capsicum,galapagoense,,24,P,2,SC,,Capsicum_galapagoense
679,RZF,Capsicum_galapagoensis,Capsicum,galapagoense,,24,P,2,SC,,Capsicum_galapagoense
680,RZF,Capsicum_galapagoensis,Capsicum,galapagoense,,24,P,2,SC,,Capsicum_galapagoense
681,RZF,Capsicum_galapagoensis,Capsicum,galapagoense,,24,P,2,SC,,Capsicum_galapagoense
682,EEG,Capsicum_galapagoensis,Capsicum,galapagoense,,,,,,,Capsicum_galapagoense
683,EEG,Capsicum_galapagoensis,Capsicum,galapagoense,,,,,,,Capsicum_galapagoense
684,EEG,Capsicum_galapagoensis,Capsicum,galapagoense,,,,,,,Capsicum_galapagoense
685,EEG,Capsicum_galapagoensis,Capsicum,galapagoense,,,,,,,Capsicum_galapagoense
686,EEG,Capsicum_galapagoensis,Capsicum,galapagoense,,,,,,,Capsicum_galapagoense
687,EEG,Capsicum_galapogense,Capsicum,galapogense,,,,,,,
688,RZF,Capsicum_geminifolium,Capsicum,geminifolium,,24,P,2,,,
689,EEG,Capsicum_geminifolium,Capsicum,geminifolium,,,,,,,
690,RZF,Capsicum_hookerianum,Capsicum,hookerianum,,24,P,2,,,
691,EEG,Capsicum_hookerianum,Capsicum,hookerianum,,,,,,,
692,EEG,Capsicum_hunzikerianum,Capsicum,hunzikerianum,,,,,,,
693,EEG,Capsicum_lanceolatum,Capsicum,lanceolatum,,26,P,2,SC,,
694,EEG,Capsicum_lanceolatum,Capsicum,lanceolatum,,,,,,,
695,EEG,Capsicum_lanceolatum,Capsicum,lanceolatum,,,,,,,
696,EEG,Capsicum_lanceolatum,Capsicum,lanceolatum,,,,,,,
697,RZF,Capsicum_leptopodum,Capsicum,leptopodum,,24,P,2,,,
698,EEG,Capsicum_leptopodum,Capsicum,leptopodum,,,,,,,
699,RZF,Capsicum_longidentatum,Capsicum,longidentatum,,24,,,,,
700,EEG,Capsicum_longidentatum,Capsicum,longidentatum,,,,,,,
701,RZF,Capsicum_mirabile,Capsicum,mirabile,,26,P,2,,,
702,RZF,Capsicum_mirabile,Capsicum,mirabile,,26,P,2,,,
703,EEG,Capsicum_mirabile,Capsicum,mirabile,,,,,,,
704,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
705,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
706,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
707,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
708,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
709,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
710,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
711,RZF,Capsicum_parvifolium,Capsicum,parvifolium,,24,P,2,SC,,
712,EEG,Capsicum_parvifolium,Capsicum,parvifolium,,,,,,,
713,EEG,Capsicum_parvifolium,Capsicum,parvifolium,,,,,,,
714,EEG,Capsicum_parvifolium,Capsicum,parvifolium,,,,,,,
715,EEG,Capsicum_pereirae,Capsicum,pereirae,,,,,,,
716,EEG,Capsicum_praetermissum,Capsicum,praetermissum,,,,,,,
717,EEG,Capsicum_praetermissum,Capsicum,praetermissum,,,,,,,
718,EEG,Capsicum_praetermissum,Capsicum,praetermissum,,24,P,2,SC,,
719,EEG,Capsicum_praetermissum,Capsicum,praetermissum,,,,,,,
720,EEG,Capsicum_praetermissum,Capsicum,praetermissum,,,,,,,
