Pantacantha_ameghinoi	0
Combera_paradoxa	0
Salpiglossis_sinuata	1
Browallia_speciosa	1
Streptosolen_jamesonii	0
Cestrum_diurnum	0
Cestrum_tomentosum	0
Cestrum_nocturnum	0
Cestrum_aurantiacum	0
Cestrum_elegans	0
Cestrum_fasciculatum	0
Schwenckia_lateriflora	1
Espadaea_amoena	1
Schizanthus_pinnatus	0
Schizanthus_grahamii	0
Fabiana_imbricata	0
Calibrachoa_sellowiana	0
Calibrachoa_parviflora	0
Calibrachoa_pygmea	0
Petunia_axillaris	0
Petunia_integrifolia	0
Petunia_mantiqueirensis	0
Petunia_bonjardinensis	0
Petunia_secreta	0
Petunia_altiplana	0
Brunfelsia_americana	0
Bouchetia_anomala	0
Bouchetia_erecta	0
Nierembergia_rigida	0
Nierembergia_rivularis	0
Nierembergia_repens	0
Nierembergia_graveolens	0
Nierembergia_aristata	0
Nierembergia_veitchii	0
Nierembergia_calycina	0
Nierembergia_linariifolia	0
Nierembergia_scoparia	0
Nierembergia_ericoides	0
Nierembergia_tucumanensis	0
Nierembergia_browallioides	0
Nierembergia_pulchella	0
Nicotiana_tabacum	1
Nicotiana_otophora	0
Nicotiana_kawakamii	0
Nicotiana_tomentosa	0
Nicotiana_tomentosiformis	0
Nicotiana_thyrsiflora	0
Nicotiana_wigandioides	0
Nicotiana_glutinosa	0
Nicotiana_arentsii	1
Nicotiana_undulata	0
Nicotiana_benavidesii	0
Nicotiana_raimondii	0
Nicotiana_cordifolia	0
Nicotiana_solanifolia	0
Nicotiana_paniculata	0
Nicotiana_knightiana	0
Nicotiana_rustica	1
Nicotiana_clevelandii	1
Nicotiana_quadrivalvis	1
Nicotiana_obtusifolia	0
Nicotiana_linearis	0
Nicotiana_spegazzinii	0
Nicotiana_miersii	0
Nicotiana_corymbosa	0
Nicotiana_pauciflora	0
Nicotiana_sylvestris	0
Nicotiana_repanda	1
Nicotiana_stocktonii	1
Nicotiana_alata	0
Nicotiana_langsdorffii	0
Nicotiana_bonariensis	0
Nicotiana_forgetiana	0
Nicotiana_longiflora	0
Nicotiana_plumbaginifolia	0
Nicotiana_africana	1
Nicotiana_acaulis	0
Nicotiana_glauca	0
Nicotiana_noctiflora	0
Nicotiana_petunioides	0
Nicotiana_gossei	1
Nicotiana_rosulata	1
Jaborosa_integrifolia	0
Jaborosa_sativa	0
Atropa_belladonna	1
Anisodus_tanguticus	1
Anisodus_carniolicoides	1
Anisodus_acutangulus	1
Hyoscyamus_turcomanicus	0
Hyoscyamus_pusillus	1
Hyoscyamus_albus	0
Hyoscyamus_niger	0
Hyoscyamus_muticus	0
Hyoscyamus_desertorum	0
Atropanthe_sinensis	1
Scopolia_carniolica	1
Scopolia_parviflora	1
Przewalskia_tangutica	1
Physochlaina_praealta	0
